Date_time,Sym1,Sym2,Sym3,Sym4,Sym5,Sym6,Sym7,Sym8,Asym1,Asym2,Asym3,Asym4,Asym5,Asym6,Asym7,Asym8,Temp1U,Temp1L,Temp1S,Temp2U,Temp2L,Temp2S,Temp3U,Temp3L,Temp3S,Temp4U,Temp4L,Temp4S,Temp5U,Temp5L,Temp5S,Temp6U,Temp6L,Temp6S,Temp7U,Temp7L,Temp7S,Temp8U,Temp8L,Temp8S,K8,K7,K6,K5,K4,K3,K2,K1,HeaterWcm
6/9/2020 2:00,0.126,0.12,0.115,0.114,0.105,0.112,0.101,0.093,1.13,1.05,0.995,0.997,0.999,1.01,1.001,0.981,10.736,10.61,11.74,10.941,10.82,11.871,11.169,11.054,12.049,11.339,11.224,12.222,11.521,11.416,12.415,11.676,11.563,12.574,11.809,11.708,12.709,11.906,11.812,12.794,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/9/2020 3:00,0.095,0.101,0.118,0.108,0.102,0.111,0.096,0.089,1.097,1.009,0.987,0.987,0.995,1.013,1.004,0.991,10.364,10.268,11.365,10.61,10.509,11.519,10.846,10.728,11.715,11.013,10.905,11.892,11.193,11.09,12.086,11.343,11.231,12.244,11.468,11.371,12.375,11.557,11.468,12.459,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/9/2020 4:00,0.114,0.116,0.132,0.12,0.1,0.113,0.104,0.089,1.018,0.973,0.97,0.969,0.983,1.01,1.004,0.988,10.394,10.28,11.299,10.553,10.436,11.41,10.722,10.589,11.56,10.845,10.724,11.694,10.972,10.871,11.854,11.089,10.976,11.986,11.19,11.085,12.09,11.263,11.174,12.162,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/9/2020 5:00,0.13,0.135,0.142,0.131,0.106,0.104,0.095,0.094,1.127,1.031,0.991,0.979,0.983,1.003,0.992,0.995,10.397,10.266,11.393,10.532,10.396,11.428,10.664,10.521,11.513,10.763,10.631,11.611,10.86,10.754,11.737,10.944,10.84,11.844,11.024,10.929,11.921,11.079,10.984,11.979,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/9/2020 6:00,0.137,0.166,0.177,0.154,0.128,0.118,0.101,0.093,0.998,0.959,0.964,0.967,0.986,1.001,0.994,0.994,10.798,10.66,11.658,10.817,10.65,11.61,10.838,10.66,11.625,10.857,10.703,11.67,10.887,10.758,11.745,10.928,10.809,11.81,10.964,10.863,11.858,10.99,10.896,11.89,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/9/2020 7:00,0.214,0.23,0.219,0.186,0.161,0.144,0.117,0.102,0.963,0.945,0.946,0.957,0.98,0.993,0.992,0.99,11.259,11.044,12.008,11.242,11.012,11.957,11.218,10.998,11.944,11.183,10.997,11.954,11.156,10.995,11.975,11.148,11.003,11.997,11.121,11.003,11.996,11.11,11.007,11.998,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/9/2020 8:00,0.273,0.298,0.287,0.238,0.208,0.185,0.148,0.115,1.011,0.977,0.968,0.977,1.006,1.025,1.013,0.999,11.541,11.267,12.278,11.534,11.236,12.213,11.511,11.223,12.191,11.46,11.222,12.2,11.421,11.212,12.219,11.401,11.215,12.241,11.362,11.213,12.227,11.336,11.221,12.221,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/9/2020 9:00,0.258,0.306,0.308,0.264,0.222,0.19,0.155,0.121,0.877,0.903,0.94,0.957,0.992,1.007,1.006,0.992,12.139,11.881,12.758,12.013,11.707,12.61,11.896,11.588,12.528,11.806,11.541,12.498,11.73,11.507,12.5,11.683,11.493,12.501,11.623,11.468,12.474,11.582,11.46,12.452,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/9/2020 10:00,0.377,0.428,0.411,0.351,0.282,0.234,0.179,0.139,0.886,0.889,0.919,0.952,0.997,1.007,1.008,0.997,12.754,12.376,13.262,12.65,12.221,13.11,12.509,12.098,13.018,12.378,12.026,12.978,12.233,11.951,12.948,12.142,11.907,12.915,12.033,11.853,12.862,11.958,11.818,12.815,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/9/2020 11:00,0.778,0.783,0.67,0.549,0.426,0.323,0.242,0.18,0.747,0.793,0.86,0.925,0.994,1.016,1.018,1.007,15.425,14.647,15.395,14.704,13.921,14.715,14.067,13.396,14.257,13.658,13.109,14.035,13.283,12.856,13.851,13.027,12.703,13.721,12.797,12.555,13.574,12.645,12.465,13.473,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/9/2020 12:00,0.698,0.748,0.709,0.619,0.503,0.406,0.31,0.252,0.521,0.641,0.804,0.939,1.052,1.095,1.108,1.112,15.936,15.237,15.759,15.477,14.729,15.37,15.023,14.314,15.119,14.686,14.066,15.006,14.343,13.84,14.893,14.093,13.687,14.783,13.841,13.53,14.639,13.671,13.419,14.531,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/9/2020 13:00,0.551,0.612,0.609,0.543,0.458,0.385,0.317,0.257,0.807,0.788,0.861,0.964,1.071,1.118,1.139,1.135,15.723,15.172,15.98,15.689,15.077,15.865,15.564,14.954,15.815,15.38,14.837,15.801,15.143,14.684,15.755,14.947,14.562,15.68,14.733,14.416,15.556,14.575,14.317,15.453,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/9/2020 14:00,0.544,0.591,0.574,0.499,0.416,0.346,0.279,0.229,0.802,0.8,0.887,0.974,1.068,1.118,1.127,1.126,16.045,15.5,16.303,15.977,15.385,16.186,15.852,15.277,16.165,15.71,15.211,16.185,15.535,15.119,16.187,15.401,15.055,16.173,15.255,14.975,16.104,15.152,14.923,16.05,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/9/2020 15:00,0.552,0.598,0.573,0.488,0.398,0.331,0.265,0.217,0.817,0.813,0.883,0.965,1.049,1.093,1.103,1.099,16.326,15.773,16.591,16.288,15.69,16.503,16.193,15.619,16.502,16.067,15.579,16.545,15.924,15.525,16.574,15.824,15.492,16.586,15.712,15.447,16.55,15.632,15.414,16.514,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/9/2020 16:00,0.561,0.601,0.596,0.521,0.435,0.361,0.278,0.225,0.746,0.763,0.858,0.953,1.044,1.093,1.089,1.089,17.103,16.541,17.287,17.055,16.453,17.217,16.921,16.325,17.183,16.746,16.225,17.178,16.539,16.103,17.148,16.391,16.029,17.123,16.235,15.957,17.046,16.135,15.91,16.999,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/9/2020 17:00,0.568,0.609,0.578,0.511,0.421,0.35,0.272,0.222,0.723,0.743,0.829,0.929,1.014,1.067,1.068,1.065,17.029,16.46,17.184,17.028,16.418,17.162,16.968,16.39,17.219,16.894,16.383,17.312,16.793,16.372,17.386,16.715,16.364,17.431,16.626,16.354,17.422,16.561,16.338,17.404,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/9/2020 18:00,0.484,0.511,0.492,0.419,0.341,0.282,0.223,0.183,0.845,0.844,0.896,0.96,1.019,1.043,1.042,1.033,16.676,16.191,17.036,16.761,16.25,17.094,16.801,16.309,17.205,16.785,16.365,17.326,16.753,16.412,17.431,16.738,16.455,17.499,16.707,16.484,17.526,16.683,16.5,17.534,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/9/2020 19:00,0.422,0.457,0.43,0.36,0.294,0.243,0.191,0.16,0.842,0.866,0.911,0.964,1.015,1.03,1.029,1.019,16.568,16.146,16.988,16.658,16.2,17.067,16.709,16.278,17.189,16.706,16.345,17.31,16.704,16.41,17.425,16.712,16.468,17.499,16.706,16.514,17.543,16.704,16.544,17.563,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/9/2020 20:00,0.303,0.335,0.332,0.273,0.224,0.191,0.153,0.128,0.862,0.881,0.909,0.947,0.983,1.007,1.005,0.995,15.977,15.674,16.537,16.156,15.82,16.701,16.316,15.984,16.894,16.393,16.12,17.068,16.465,16.24,17.223,16.53,16.338,17.346,16.572,16.418,17.424,16.599,16.47,17.466,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/9/2020 21:00,0.207,0.214,0.206,0.182,0.151,0.143,0.122,0.102,0.973,0.942,0.926,0.942,0.966,0.979,0.976,0.963,14.92,14.713,15.686,15.268,15.054,15.996,15.596,15.389,16.316,15.795,15.612,16.555,15.975,15.824,16.791,16.121,15.978,16.957,16.238,16.115,17.092,16.313,16.21,17.174,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/9/2020 22:00,0.131,0.131,0.139,0.127,0.104,0.112,0.094,0.085,0.976,0.943,0.929,0.945,0.959,0.976,0.965,0.953,14.305,14.173,15.15,14.647,14.516,15.459,14.98,14.841,15.77,15.198,15.07,16.016,15.409,15.304,16.263,15.589,15.477,16.453,15.738,15.644,16.609,15.841,15.755,16.708,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/9/2020 23:00,0.122,0.12,0.113,0.099,0.091,0.102,0.085,0.081,1.055,1.006,0.961,0.961,0.976,0.988,0.974,0.962,14.002,13.88,14.936,14.268,14.148,15.155,14.552,14.438,15.399,14.748,14.649,15.61,14.949,14.858,15.834,15.126,15.024,16.013,15.278,15.192,16.166,15.387,15.305,16.267,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 0:00,0.047,0.053,0.071,0.066,0.074,0.09,0.081,0.078,0.976,0.956,0.947,0.954,0.969,0.995,0.977,0.965,13.232,13.185,14.161,13.599,13.546,14.503,13.959,13.888,14.836,14.208,14.141,15.096,14.457,14.383,15.353,14.659,14.568,15.564,14.828,14.746,15.724,14.943,14.865,15.831,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 1:00,0.041,0.024,0.047,0.059,0.057,0.067,0.078,0.078,1.187,1.033,0.962,0.968,0.967,0.982,0.98,0.967,12.08,12.038,13.226,12.562,12.537,13.57,13.038,12.991,13.953,13.375,13.316,14.285,13.697,13.639,14.606,13.946,13.878,14.861,14.172,14.094,15.074,14.329,14.25,15.217,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 2:00,-0.006,-0.013,0.014,0.026,0.036,0.055,0.06,0.062,0.993,0.958,0.932,0.938,0.949,0.969,0.961,0.954,10.857,10.864,11.857,11.403,11.417,12.375,11.961,11.946,12.879,12.351,12.325,13.264,12.741,12.704,13.653,13.036,12.98,13.949,13.314,13.253,14.215,13.498,13.435,14.39,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 3:00,0.002,0.006,0.015,0.034,0.037,0.063,0.067,0.066,1.108,1.033,0.989,0.984,0.977,0.995,0.982,0.963,10.074,10.071,11.179,10.561,10.554,11.588,11.068,11.052,12.042,11.459,11.425,12.409,11.85,11.813,12.791,12.168,12.104,13.1,12.46,12.392,13.375,12.659,12.592,13.556,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 4:00,0.002,0.005,0.02,0.031,0.042,0.067,0.066,0.066,1.024,0.985,0.979,0.989,1.002,1.018,0.994,0.976,9.708,9.705,10.729,10.092,10.087,11.072,10.495,10.475,11.454,10.803,10.772,11.761,11.134,11.092,12.094,11.418,11.351,12.369,11.685,11.618,12.613,11.867,11.8,12.776,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 5:00,0.106,0.076,0.061,0.057,0.053,0.064,0.068,0.07,1.094,1.018,0.977,0.973,0.989,1.001,1.001,0.985,10.051,9.944,11.039,10.228,10.152,11.17,10.439,10.377,11.355,10.62,10.562,11.536,10.825,10.771,11.761,11.01,10.946,11.948,11.191,11.122,12.124,11.331,11.261,12.247,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 6:00,0.041,0.049,0.064,0.065,0.055,0.064,0.07,0.067,1.055,0.983,0.958,0.953,0.965,0.984,0.984,0.977,10.396,10.355,11.41,10.494,10.445,11.428,10.605,10.541,11.499,10.702,10.637,11.59,10.805,10.75,11.715,10.907,10.843,11.828,11.007,10.937,11.922,11.084,11.017,11.994,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 7:00,0.101,0.133,0.146,0.117,0.113,0.105,0.083,0.07,0.851,0.845,0.871,0.89,0.947,0.975,0.974,0.969,12.406,12.305,13.156,12.135,12.001,12.846,11.864,11.718,12.589,11.666,11.548,12.439,11.502,11.388,12.336,11.403,11.298,12.273,11.317,11.233,12.208,11.279,11.208,12.178,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 8:00,0.302,0.359,0.355,0.294,0.241,0.191,0.148,0.104,0.722,0.763,0.832,0.873,0.933,0.955,0.963,0.959,13.858,13.556,14.278,13.627,13.268,14.031,13.313,12.957,13.789,13.029,12.734,13.607,12.74,12.498,13.432,12.518,12.327,13.282,12.301,12.152,13.116,12.148,12.044,13.003,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 9:00,0.507,0.58,0.563,0.492,0.393,0.322,0.244,0.186,0.717,0.768,0.852,0.922,0.975,1.005,1,0.995,14.487,13.98,14.698,14.294,13.714,14.482,14.046,13.482,14.335,13.826,13.333,14.256,13.572,13.178,14.154,13.382,13.059,14.065,13.175,12.93,13.931,13.027,12.841,13.837,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 10:00,0.584,0.656,0.628,0.544,0.443,0.352,0.263,0.205,0.615,0.681,0.786,0.892,0.994,1.029,1.034,1.039,15.789,15.205,15.82,15.46,14.804,15.486,15.078,14.45,15.236,14.756,14.212,15.105,14.425,13.981,14.975,14.188,13.835,14.865,13.957,13.694,14.729,13.805,13.6,14.64,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 11:00,0.656,0.718,0.691,0.596,0.495,0.401,0.31,0.245,0.628,0.672,0.789,0.9,1.005,1.052,1.071,1.067,16.861,16.205,16.834,16.561,15.842,16.515,16.186,15.494,16.284,15.864,15.267,16.167,15.53,15.034,16.04,15.284,14.882,15.934,15.036,14.726,15.798,14.876,14.63,15.698,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 12:00,0.559,0.621,0.603,0.526,0.435,0.362,0.282,0.232,0.651,0.696,0.796,0.91,1.009,1.063,1.077,1.081,17.148,16.589,17.241,16.988,16.367,17.063,16.758,16.154,16.95,16.534,16.008,16.919,16.286,15.85,16.86,16.104,15.742,16.805,15.91,15.628,16.705,15.789,15.557,16.638,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 13:00,0.569,0.641,0.617,0.535,0.429,0.349,0.278,0.226,0.616,0.688,0.805,0.922,1.021,1.069,1.08,1.084,18.164,17.594,18.211,17.924,17.283,17.971,17.642,17.025,17.831,17.388,16.852,17.775,17.122,16.692,17.713,16.934,16.584,17.654,16.756,16.477,17.558,16.635,16.409,17.493,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 14:00,0.882,0.843,0.728,0.612,0.483,0.398,0.308,0.253,0.527,0.635,0.792,0.933,1.04,1.1,1.096,1.1,20.575,19.692,20.22,19.714,18.87,19.505,18.949,18.22,19.013,18.48,17.868,18.802,18.089,17.605,18.646,17.856,17.458,18.558,17.649,17.341,18.437,17.519,17.265,18.365,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 15:00,0.557,0.607,0.599,0.534,0.464,0.404,0.318,0.278,0.715,0.769,0.869,0.984,1.09,1.143,1.147,1.151,19.143,18.585,19.301,19.118,18.511,19.28,19.041,18.441,19.311,18.918,18.383,19.368,18.768,18.304,19.394,18.661,18.257,19.4,18.523,18.205,19.352,18.438,18.16,19.311,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 16:00,0.421,0.471,0.46,0.402,0.347,0.304,0.251,0.215,1.062,0.989,0.979,1.025,1.074,1.104,1.101,1.101,18.327,17.905,18.967,18.61,18.139,19.128,18.803,18.342,19.322,18.857,18.454,19.48,18.869,18.521,19.596,18.866,18.562,19.666,18.833,18.582,19.683,18.801,18.586,19.687,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 17:00,0.392,0.398,0.352,0.29,0.245,0.22,0.179,0.163,1.015,0.991,0.983,1.017,1.046,1.074,1.063,1.065,18.346,17.954,18.969,18.425,18.027,19.018,18.499,18.147,19.13,18.534,18.244,19.261,18.579,18.333,19.38,18.637,18.417,19.491,18.675,18.496,19.56,18.709,18.545,19.61,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 18:00,0.37,0.397,0.372,0.31,0.26,0.229,0.176,0.152,1.08,1.006,0.977,1.006,1.036,1.057,1.042,1.036,18.181,17.811,18.891,18.385,17.987,18.993,18.55,18.177,19.155,18.613,18.303,19.31,18.664,18.404,19.44,18.719,18.489,19.547,18.742,18.565,19.608,18.766,18.614,19.65,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 19:00,0.307,0.32,0.306,0.258,0.223,0.199,0.156,0.137,1.083,1.015,0.987,1.011,1.032,1.051,1.035,1.03,17.761,17.453,18.537,17.984,17.664,18.679,18.193,17.886,18.873,18.306,18.047,19.059,18.413,18.189,19.222,18.511,18.311,19.362,18.576,18.419,19.455,18.629,18.492,19.523,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 20:00,0.223,0.236,0.227,0.195,0.16,0.162,0.132,0.123,1.096,1.027,0.999,1.01,1.024,1.041,1.029,1.022,17.145,16.922,18.018,17.425,17.188,18.216,17.684,17.457,18.456,17.846,17.651,18.661,18,17.839,18.863,18.147,17.985,19.027,18.255,18.123,19.152,18.343,18.219,19.242,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 21:00,0.096,0.093,0.1,0.104,0.09,0.119,0.095,0.098,1.03,0.985,0.963,0.988,0.995,1.029,1.012,1.005,15.309,15.212,16.243,15.827,15.734,16.719,16.34,16.239,17.203,16.693,16.589,17.577,17.034,16.943,17.939,17.321,17.201,18.231,17.553,17.457,18.47,17.718,17.619,18.625,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 22:00,0.11,0.087,0.09,0.085,0.08,0.091,0.08,0.082,1.103,1.026,0.991,0.978,0.989,1.008,0.988,0.983,14.52,14.409,15.512,15.007,14.919,15.946,15.497,15.406,16.397,15.84,15.755,16.733,16.185,16.104,17.094,16.467,16.376,17.385,16.72,16.639,17.628,16.896,16.814,17.798,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/10/2020 23:00,0.049,0.06,0.073,0.07,0.071,0.09,0.082,0.083,1.052,1.025,0.992,0.996,0.998,1.013,0.996,0.978,13.814,13.764,14.817,14.271,14.21,15.235,14.735,14.662,15.654,15.061,14.99,15.986,15.399,15.328,16.326,15.684,15.594,16.608,15.938,15.856,16.852,16.124,16.041,17.019,0.930124194,0.996,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/11/2020 0:00,0.01,0.016,0.033,0.038,0.049,0.072,0.074,0.076,1.06,1.009,0.977,0.99,0.992,1.01,1,0.982,13.172,13.162,14.222,13.608,13.592,14.601,14.062,14.029,15.006,14.389,14.351,15.341,14.732,14.683,15.675,15.009,14.936,15.947,15.262,15.187,16.188,15.444,15.368,16.351,0.930124194,0.917,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/11/2020 1:00,0.027,0.02,0.042,0.048,0.044,0.08,0.069,0.064,1.025,0.979,0.976,0.991,0.998,1.024,1,0.978,12.518,12.491,13.517,12.948,12.927,13.907,13.396,13.354,14.33,13.713,13.665,14.656,14.037,13.993,14.991,14.322,14.241,15.266,14.569,14.5,15.5,14.745,14.681,15.659,0.930124194,0.917,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/11/2020 2:00,0.042,0.029,0.043,0.045,0.051,0.073,0.063,0.07,1.036,0.982,0.963,0.969,0.976,1.007,0.999,0.99,12.13,12.088,13.124,12.484,12.454,13.437,12.859,12.816,13.78,13.14,13.095,14.064,13.443,13.392,14.369,13.691,13.617,14.624,13.911,13.848,14.848,14.079,14.008,14.998,0.930124194,0.917,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/11/2020 3:00,0.065,0.054,0.064,0.068,0.056,0.078,0.073,0.066,1.136,1.03,0.979,0.97,0.977,0.996,0.986,0.973,11.886,11.821,12.957,12.182,12.127,13.157,12.502,12.437,13.417,12.737,12.669,13.639,12.98,12.923,13.9,13.196,13.118,14.115,13.389,13.316,14.302,13.529,13.462,14.436,0.930124194,0.917,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/11/2020 4:00,0.089,0.068,0.072,0.067,0.067,0.07,0.069,0.064,1.065,0.983,0.953,0.955,0.958,0.976,0.97,0.958,11.844,11.754,12.82,12.061,11.993,12.977,12.308,12.235,13.189,12.489,12.421,13.377,12.695,12.628,13.586,12.856,12.786,13.762,13.007,12.938,13.909,13.116,13.051,14.01,0.930124194,0.917,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/11/2020 5:00,0.087,0.082,0.085,0.079,0.071,0.081,0.072,0.06,1.101,1.007,0.956,0.957,0.963,0.977,0.966,0.95,11.541,11.454,12.555,11.762,11.68,12.688,11.999,11.914,12.87,12.171,12.091,13.049,12.352,12.281,13.245,12.511,12.429,13.407,12.648,12.576,13.542,12.742,12.681,13.632,0.930124194,0.917,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/11/2020 6:00,0.175,0.194,0.186,0.15,0.123,0.11,0.088,0.071,0.92,0.922,0.922,0.941,0.959,0.979,0.97,0.957,12.815,12.64,13.56,12.692,12.497,13.419,12.596,12.409,13.332,12.539,12.389,13.331,12.522,12.399,13.359,12.541,12.43,13.41,12.567,12.479,13.449,12.593,12.521,13.478,0.930124194,0.917,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/11/2020 7:00,0.304,0.376,0.372,0.305,0.238,0.189,0.142,0.101,0.716,0.765,0.841,0.894,0.943,0.973,0.969,0.96,14.755,14.45,15.166,14.459,14.082,14.847,14.134,13.761,14.602,13.872,13.567,14.461,13.617,13.379,14.322,13.441,13.251,14.225,13.277,13.134,14.103,13.168,13.066,14.027,0.930124194,0.917,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/11/2020 8:00,0.519,0.611,0.617,0.524,0.43,0.345,0.255,0.196,0.61,0.667,0.783,0.871,0.966,1.004,1.005,1.006,16.512,15.993,16.603,16.132,15.521,16.189,15.705,15.087,15.871,15.334,14.809,15.68,14.957,14.527,15.493,14.678,14.332,15.337,14.399,14.143,15.148,14.21,14.014,15.021,0.930124194,0.917,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/11/2020 9:00,0.575,0.663,0.671,0.597,0.492,0.405,0.319,0.251,0.569,0.609,0.741,0.851,0.968,1.015,1.025,1.025,17.401,16.826,17.395,17.065,16.401,17.011,16.682,16.01,16.751,16.355,15.757,16.609,16,15.507,16.475,15.737,15.331,16.346,15.478,15.158,16.183,15.296,15.045,16.07,0.930124194,0.917,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/11/2020 10:00,0.598,0.677,0.664,0.596,0.473,0.398,0.312,0.25,0.541,0.604,0.739,0.878,0.99,1.047,1.061,1.062,18.634,18.035,18.576,18.233,17.555,18.16,17.803,17.139,17.878,17.459,16.862,17.741,17.09,16.617,17.607,16.844,16.445,17.493,16.592,16.28,17.342,16.424,16.174,17.236,0.930124194,0.917,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/11/2020 11:00,0.688,0.745,0.695,0.604,0.501,0.412,0.314,0.258,0.622,0.643,0.758,0.901,1.035,1.095,1.111,1.122,20.11,19.421,20.043,19.592,18.846,19.489,19.074,18.378,19.137,18.69,18.086,18.987,18.317,17.815,18.85,18.065,17.652,18.748,17.818,17.503,18.615,17.663,17.405,18.527,0.930124194,0.917,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/11/2020 12:00,0.599,0.659,0.643,0.575,0.492,0.419,0.331,0.277,0.75,0.753,0.855,0.979,1.101,1.164,1.183,1.194,20.269,19.669,20.419,20.095,19.436,20.189,19.876,19.233,20.088,19.664,19.088,20.068,19.427,18.934,20.035,19.254,18.835,19.999,19.063,18.731,19.915,18.942,18.664,19.858,0.930124194,0.917,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/11/2020 13:00,0.515,0.589,0.59,0.526,0.454,0.39,0.314,0.264,0.725,0.765,0.866,0.995,1.103,1.163,1.178,1.179,21.13,20.614,21.34,21.017,20.427,21.192,20.833,20.242,21.108,20.63,20.103,21.099,20.402,19.948,21.051,20.243,19.852,21.016,20.073,19.758,20.936,19.967,19.702,20.882,0.930124194,0.917,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/11/2020 14:00,0.897,0.82,0.694,0.574,0.465,0.394,0.304,0.255,0.96,0.882,0.943,1.037,1.117,1.17,1.172,1.176,23.443,22.546,23.506,22.782,21.962,22.844,22.163,21.469,22.412,21.752,21.178,22.215,21.399,20.933,22.051,21.194,20.799,21.97,20.995,20.691,21.863,20.884,20.629,21.806,0.930124194,0.917,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/11/2020 15:00,0.558,0.602,0.592,0.524,0.451,0.407,0.331,0.293,0.854,0.88,0.968,1.072,1.159,1.214,1.215,1.225,22.14,21.582,22.436,22.188,21.585,22.466,22.19,21.598,22.566,22.123,21.598,22.67,22.034,21.583,22.742,21.982,21.575,22.789,21.893,21.561,22.777,21.836,21.542,22.767,0.930124194,0.917,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/11/2020 16:00,0.475,0.517,0.496,0.437,0.379,0.337,0.27,0.237,0.865,0.862,0.921,1.019,1.101,1.153,1.158,1.161,22.647,22.171,23.037,22.693,22.175,23.038,22.677,22.18,23.102,22.594,22.157,23.176,22.479,22.099,23.2,22.404,22.066,23.219,22.299,22.028,23.186,22.24,22.002,23.164,0.930124194,0.917,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/11/2020 17:00,0.508,0.547,0.519,0.444,0.384,0.334,0.267,0.226,0.788,0.808,0.873,0.978,1.057,1.108,1.112,1.11,22.835,22.326,23.114,22.84,22.292,23.101,22.812,22.292,23.166,22.738,22.293,23.271,22.668,22.284,23.342,22.633,22.299,23.408,22.58,22.312,23.424,22.552,22.325,23.436,0.930124194,0.917,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
6/11/2020 18:00,0.482,0.527,0.503,0.435,0.369,0.318,0.247,0.213,0.838,0.848,0.904,0.986,1.05,1.086,1.075,1.074,22.704,22.221,23.06,22.749,22.221,23.069,22.785,22.282,23.187,22.779,22.343,23.33,22.767,22.397,23.448,22.776,22.458,23.544,22.756,22.509,23.584,22.755,22.541,23.615,0.930124194,0.917,0.988,0.981,0.972,0.984,1.039334189,0.898,0.026
